#blueprint activity materialType materialQuantity productType productQuantity
11394 manufacturing 11399 45 11393 1
11394 manufacturing 11532 23 11393 1
11394 manufacturing 11554 90 11393 1
11394 manufacturing 11537 30 11393 1
11394 manufacturing 11539 135 11393 1
11394 manufacturing 3828 38 11393 1
11394 manufacturing 597 1 11393 1
11394 manufacturing 11478 6 11393 1
11394 manufacturing 11543 900 11393 1
11394 manufacturing 11549 8 11393 1
11394 manufacturing 11557 30 11393 1
11401 manufacturing 11548 8 11400 1
11401 manufacturing 11530 30 11400 1
11401 manufacturing 587 1 11400 1
11401 manufacturing 11542 750 11400 1
11401 manufacturing 11536 30 11400 1
11401 manufacturing 11538 135 11400 1
11401 manufacturing 11555 30 11400 1
11401 manufacturing 3828 38 11400 1
11401 manufacturing 11478 6 11400 1
11401 manufacturing 11399 45 11400 1
11401 manufacturing 11551 90 11400 1
11562 invention 20171 3 24444 10
11562 invention 20414 3 24444 10
11562 manufacturing 40 34 11561 1
11562 manufacturing 35 23700 11561 1
11562 manufacturing 36 574 11561 1
11562 manufacturing 38 87 11561 1
11564 invention 20411 1 4255 10
11564 invention 20414 1 4255 10
11564 manufacturing 34 9151 11563 1
11564 manufacturing 35 2737 11563 1
11564 manufacturing 36 988 11563 1
11564 manufacturing 37 150 11563 1
11564 manufacturing 38 148 11563 1
11568 manufacturing 21023 111 11567 1
11568 manufacturing 21009 222 11567 1
11568 manufacturing 21013 333 11567 1
11568 manufacturing 21035 333 11567 1
11568 manufacturing 21037 444 11567 1
11568 manufacturing 21011 556 11567 1
11568 manufacturing 21017 556 11567 1
11568 manufacturing 21019 556 11567 1
11568 manufacturing 21021 556 11567 1
11568 manufacturing 21025 556 11567 1
11568 manufacturing 24545 556 11567 1
11568 manufacturing 24547 556 11567 1
11568 manufacturing 24556 556 11567 1
11568 manufacturing 24558 556 11567 1
11568 manufacturing 24560 556 11567 1
11612 invention 20424 2 11795 10
11612 invention 20418 2 11795 10
11612 manufacturing 40 2 2363 1
11612 manufacturing 34 676 2363 1
11612 manufacturing 36 318 2363 1
11612 manufacturing 37 2 2363 1
11612 manufacturing 39 6 2363 1
11613 invention 20418 2 11641 10
11613 invention 20414 2 11641 10
11613 manufacturing 34 566 10998 1
11613 manufacturing 35 504 10998 1
11613 manufacturing 36 186 10998 1
11614 invention 20417 2 11844 10
11614 invention 20418 2 11844 10
11614 manufacturing 40 4 2108 1
11614 manufacturing 34 716 2108 1
11614 manufacturing 35 154 2108 1
11614 manufacturing 36 370 2108 1
11614 manufacturing 37 3 2108 1
11616 invention 20424 2 11848 10
11616 invention 20418 2 11848 10
11616 manufacturing 34 538 1998 1
11616 manufacturing 35 88 1998 1
11616 manufacturing 36 369 1998 1
11616 manufacturing 37 1 1998 1
11616 manufacturing 38 4 1998 1
11617 invention 20424 2 11851 10
11617 invention 20418 2 11851 10
11617 manufacturing 34 3814 2103 1
11617 manufacturing 35 3163 2103 1
11617 manufacturing 36 3 2103 1
11617 manufacturing 37 2 2103 1
11619 invention 20417 2 11747 10
11619 invention 20418 2 11747 10
11619 manufacturing 34 2398 3887 1
11619 manufacturing 35 466 3887 1
11619 manufacturing 36 179 3887 1
11619 manufacturing 37 1 3887 1
11619 manufacturing 38 4 3887 1
11620 invention 20417 2 11808 10
11620 invention 20418 2 11808 10
11620 manufacturing 34 5030 1973 1
11620 manufacturing 35 78 1973 1
11620 manufacturing 37 2 1973 1
11621 invention 20424 2 11840 10
11621 invention 20418 2 11840 10
11621 manufacturing 40 2 1977 1
11621 manufacturing 34 949 1977 1
11622 invention 20417 2 11750 10
11622 invention 20418 2 11750 10
11622 manufacturing 34 236 2004 1
11622 manufacturing 35 3413 2004 1
11623 invention 20417 2 11754 10
11623 invention 20418 2 11754 10
11623 manufacturing 34 236 2002 1
11623 manufacturing 35 3413 2002 1
11624 invention 20417 2 11758 10
11624 invention 20418 2 11758 10
11624 manufacturing 34 236 2003 1
11624 manufacturing 35 3413 2003 1
11625 invention 20417 2 11766 10
11625 invention 20418 2 11766 10
11625 manufacturing 34 236 1947 1
11625 manufacturing 35 3413 1947 1
11626 invention 20417 2 11762 10
11626 invention 20418 2 11762 10
11626 manufacturing 34 236 2005 1
11626 manufacturing 35 3413 2005 1
11628 invention 20417 2 11775 10
11628 invention 20418 2 11775 10
11628 manufacturing 40 2 1948 1
11628 manufacturing 34 2884 1948 1
11628 manufacturing 35 919 1948 1
11629 invention 20417 2 11779 10
11629 invention 20418 2 11779 10
11629 manufacturing 37 62 1957 1
11629 manufacturing 38 49 1957 1
11630 invention 20417 2 11783 10
11630 invention 20418 2 11783 10
11630 manufacturing 40 2 1958 1
11630 manufacturing 34 2884 1958 1
11630 manufacturing 35 919 1958 1
11631 invention 20417 2 11787 10
11631 invention 20418 2 11787 10
11631 manufacturing 40 2 1955 1
11631 manufacturing 34 2884 1955 1
11631 manufacturing 35 919 1955 1
11632 invention 20417 2 11791 10
11632 invention 20418 2 11791 10
11632 manufacturing 40 2 1956 1
11632 manufacturing 34 2884 1956 1
11632 manufacturing 35 919 1956 1
11634 invention 20417 2 11812 10
11634 invention 20418 2 11812 10
11634 manufacturing 34 413 1986 1
11634 manufacturing 35 79 1986 1
11634 manufacturing 36 148 1986 1
11634 manufacturing 37 1 1986 1
11634 manufacturing 39 6 1986 1
11641 manufacturing 11399 5 11640 1
11641 manufacturing 11538 5 11640 1
11641 manufacturing 10998 1 11640 1
11641 manufacturing 11483 1 11640 1
11643 manufacturing 11301 1 11642 1
11643 manufacturing 11399 23 11642 1
11643 manufacturing 11475 1 11642 1
11643 manufacturing 11543 15 11642 1
11643 manufacturing 11558 27 11642 1
11645 manufacturing 11305 1 11644 1
11645 manufacturing 11399 23 11644 1
11645 manufacturing 11475 1 11644 1
11645 manufacturing 11544 15 11644 1
11645 manufacturing 11558 27 11644 1
11647 manufacturing 11303 1 11646 1
11647 manufacturing 11475 1 11646 1
11647 manufacturing 11542 15 11646 1
11647 manufacturing 11558 27 11646 1
11647 manufacturing 11399 23 11646 1
11649 manufacturing 11399 23 11648 1
11649 manufacturing 11277 1 11648 1
11649 manufacturing 11475 1 11648 1
11649 manufacturing 11545 15 11648 1
11649 manufacturing 11558 27 11648 1
11747 manufacturing 11553 3 3888 1
11747 manufacturing 11399 1 3888 1
11747 manufacturing 3887 1 3888 1
11747 manufacturing 9842 24 3888 1
11747 manufacturing 11541 5 3888 1
11747 manufacturing 11483 1 3888 1
11750 manufacturing 11399 5 2259 1
11750 manufacturing 11534 6 2259 1
11750 manufacturing 9842 9 2259 1
11750 manufacturing 2004 1 2259 1
11750 manufacturing 11540 5 2259 1
11750 manufacturing 11483 1 2259 1
11754 manufacturing 11399 5 2260 1
11754 manufacturing 11538 5 2260 1
11754 manufacturing 2002 1 2260 1
11754 manufacturing 11536 6 2260 1
11754 manufacturing 9842 9 2260 1
11754 manufacturing 11483 1 2260 1
11758 manufacturing 11399 5 2261 1
11758 manufacturing 11535 6 2261 1
11758 manufacturing 9842 9 2261 1
11758 manufacturing 2003 1 2261 1
11758 manufacturing 11541 5 2261 1
11758 manufacturing 11483 1 2261 1
11762 manufacturing 11399 5 2258 1
11762 manufacturing 11534 1 2258 1
11762 manufacturing 11535 1 2258 1
11762 manufacturing 11536 1 2258 1
11762 manufacturing 11537 1 2258 1
11762 manufacturing 9842 14 2258 1
11762 manufacturing 2005 1 2258 1
11762 manufacturing 11483 1 2258 1
11762 manufacturing 11541 5 2258 1
11766 manufacturing 11399 5 2262 1
11766 manufacturing 11537 6 2262 1
11766 manufacturing 9842 9 2262 1
11766 manufacturing 11539 5 2262 1
11766 manufacturing 11483 1 2262 1
11766 manufacturing 1947 1 2262 1
11770 invention 20417 1 11771 10
11770 invention 20418 1 11771 10
11770 manufacturing 34 5662 1959 1
11770 manufacturing 35 3998 1959 1
11770 manufacturing 36 34 1959 1
11771 manufacturing 1959 1 1960 1
11771 manufacturing 11399 15 1960 1
11771 manufacturing 11538 8 1960 1
11771 manufacturing 9840 45 1960 1
11771 manufacturing 9842 15 1960 1
11771 manufacturing 11540 8 1960 1
11771 manufacturing 11541 8 1960 1
11771 manufacturing 11483 1 1960 1
11775 manufacturing 11399 8 2563 1
11775 manufacturing 11535 9 2563 1
11775 manufacturing 9840 12 2563 1
11775 manufacturing 9842 9 2563 1
11775 manufacturing 11541 5 2563 1
11775 manufacturing 11483 1 2563 1
11775 manufacturing 1948 1 2563 1
11779 manufacturing 11536 3 2567 1
11779 manufacturing 1957 1 2567 1
11779 manufacturing 11399 9 2567 1
11779 manufacturing 11534 3 2567 1
11779 manufacturing 11535 3 2567 1
11779 manufacturing 9840 12 2567 1
11779 manufacturing 11537 3 2567 1
11779 manufacturing 9842 18 2567 1
11779 manufacturing 11541 5 2567 1
11779 manufacturing 11483 1 2567 1
11783 manufacturing 11536 9 2559 1
11783 manufacturing 1958 1 2559 1
11783 manufacturing 11399 8 2559 1
11783 manufacturing 11538 5 2559 1
11783 manufacturing 9840 12 2559 1
11783 manufacturing 9842 9 2559 1
11783 manufacturing 11483 1 2559 1
11787 manufacturing 11399 8 2571 1
11787 manufacturing 11534 9 2571 1
11787 manufacturing 9840 12 2571 1
11787 manufacturing 9842 9 2571 1
11787 manufacturing 1955 1 2571 1
11787 manufacturing 11540 5 2571 1
11787 manufacturing 11483 1 2571 1
11791 manufacturing 1956 1 2575 1
11791 manufacturing 11399 8 2575 1
11791 manufacturing 9840 12 2575 1
11791 manufacturing 11537 9 2575 1
11791 manufacturing 9842 9 2575 1
11791 manufacturing 11539 5 2575 1
11791 manufacturing 11483 1 2575 1
11795 manufacturing 11483 1 2364 1
11795 manufacturing 3689 8 2364 1
11795 manufacturing 11399 8 2364 1
11795 manufacturing 9842 3 2364 1
11795 manufacturing 11539 8 2364 1
11795 manufacturing 2363 1 2364 1
11798 invention 20417 1 11799 10
11798 invention 20418 1 11799 10
11798 manufacturing 34 5662 1963 1
11798 manufacturing 35 3998 1963 1
11798 manufacturing 36 34 1963 1
11799 manufacturing 11399 6 1964 1
11799 manufacturing 1963 1 1964 1
11799 manufacturing 11534 8 1964 1
11799 manufacturing 9840 8 1964 1
11799 manufacturing 9842 9 1964 1
11799 manufacturing 11540 5 1964 1
11799 manufacturing 11483 1 1964 1
11803 invention 20417 1 11804 10
11803 invention 20418 1 11804 10
11803 manufacturing 34 252 1968 1
11803 manufacturing 35 766 1968 1
11803 manufacturing 36 1053 1968 1
11803 manufacturing 37 119 1968 1
11804 manufacturing 9840 8 1969 1
11804 manufacturing 11399 8 1969 1
11804 manufacturing 11534 9 1969 1
11804 manufacturing 1968 1 1969 1
11804 manufacturing 9842 14 1969 1
11804 manufacturing 11540 5 1969 1
11804 manufacturing 11483 1 1969 1
11808 manufacturing 11399 3 1952 1
11808 manufacturing 11534 6 1952 1
11808 manufacturing 9840 5 1952 1
11808 manufacturing 9842 11 1952 1
11808 manufacturing 11540 5 1952 1
11808 manufacturing 1973 1 1952 1
11808 manufacturing 11483 1 1952 1
11812 manufacturing 1986 1 1987 1
11812 manufacturing 11399 1 1987 1
11812 manufacturing 11534 8 1987 1
11812 manufacturing 9840 3 1987 1
11812 manufacturing 9842 8 1987 1
11812 manufacturing 11540 5 1987 1
11812 manufacturing 11483 1 1987 1
11820 invention 20417 1 11821 10
11820 invention 20418 1 11821 10
11820 manufacturing 34 2386 2579 1
11820 manufacturing 35 143 2579 1
11820 manufacturing 36 249 2579 1
11821 manufacturing 11399 1 2580 1
11821 manufacturing 11534 5 2580 1
11821 manufacturing 9840 5 2580 1
11821 manufacturing 9842 5 2580 1
11821 manufacturing 2579 1 2580 1
11821 manufacturing 11540 1 2580 1
11821 manufacturing 11483 1 2580 1
11824 invention 20417 1 11825 10
11824 invention 20418 1 11825 10
11824 manufacturing 34 2386 2583 1
11824 manufacturing 35 143 2583 1
11824 manufacturing 36 249 2583 1
11825 manufacturing 11536 5 2584 1
11825 manufacturing 11399 1 2584 1
11825 manufacturing 11538 1 2584 1
11825 manufacturing 9840 5 2584 1
11825 manufacturing 9842 5 2584 1
11825 manufacturing 2583 1 2584 1
11825 manufacturing 11483 1 2584 1
11828 invention 20417 1 11829 10
11828 invention 20418 1 11829 10
11828 manufacturing 34 2386 2587 1
11828 manufacturing 35 143 2587 1
11828 manufacturing 36 249 2587 1
11829 manufacturing 11399 1 2588 1
11829 manufacturing 11535 3 2588 1
11829 manufacturing 9840 5 2588 1
11829 manufacturing 9842 5 2588 1
11829 manufacturing 11541 1 2588 1
11829 manufacturing 11483 1 2588 1
11829 manufacturing 2587 1 2588 1
11832 invention 20417 1 11833 10
11832 invention 20418 1 11833 10
11832 manufacturing 34 1010 2591 1
11832 manufacturing 35 267 2591 1
11832 manufacturing 36 738 2591 1
11833 manufacturing 11536 1 2592 1
11833 manufacturing 11399 1 2592 1
11833 manufacturing 11534 1 2592 1
11833 manufacturing 11535 1 2592 1
11833 manufacturing 9840 5 2592 1
11833 manufacturing 11537 1 2592 1
11833 manufacturing 9842 5 2592 1
11833 manufacturing 11539 1 2592 1
11833 manufacturing 11483 1 2592 1
11833 manufacturing 2591 1 2592 1
11836 invention 20417 1 11837 10
11836 invention 20418 1 11837 10
11836 manufacturing 34 2386 4013 1
11836 manufacturing 35 143 4013 1
11836 manufacturing 36 249 4013 1
11837 manufacturing 11399 3 4014 1
11837 manufacturing 4013 1 4014 1
11837 manufacturing 9840 5 4014 1
11837 manufacturing 11537 5 4014 1
11837 manufacturing 9842 5 4014 1
11837 manufacturing 11539 1 4014 1
11837 manufacturing 11483 1 4014 1
11840 manufacturing 11399 11 1978 1
11840 manufacturing 3689 1 1978 1
11840 manufacturing 11538 12 1978 1
11840 manufacturing 9842 9 1978 1
11840 manufacturing 1977 1 1978 1
11840 manufacturing 11483 1 1978 1
11844 manufacturing 11399 8 2109 1
11844 manufacturing 11535 6 2109 1
11844 manufacturing 9840 8 2109 1
11844 manufacturing 9842 14 2109 1
11844 manufacturing 11541 5 2109 1
11844 manufacturing 11483 1 2109 1
11844 manufacturing 2108 1 2109 1
11848 manufacturing 11399 5 1999 1
11848 manufacturing 3689 8 1999 1
11848 manufacturing 11538 8 1999 1
11848 manufacturing 1998 1 1999 1
11848 manufacturing 9842 3 1999 1
11848 manufacturing 11483 1 1999 1
11851 manufacturing 11536 8 2104 1
11851 manufacturing 11399 5 2104 1
11851 manufacturing 11538 5 2104 1
11851 manufacturing 9840 8 2104 1
11851 manufacturing 9842 9 2104 1
11851 manufacturing 2103 1 2104 1
11851 manufacturing 11483 1 2104 1
11857 manufacturing 36 89 11465 100
11857 manufacturing 37 167 11465 100
11857 manufacturing 38 80 11465 100
11859 manufacturing 34 556 11482 100
11859 manufacturing 35 444 11482 100
11859 manufacturing 36 222 11482 100
11859 manufacturing 37 82 11482 100
11859 manufacturing 38 36 11482 100
11860 manufacturing 34 556 11485 100
11860 manufacturing 35 444 11485 100
11860 manufacturing 36 222 11485 100
11860 manufacturing 37 82 11485 100
11860 manufacturing 38 36 11485 100
11861 manufacturing 34 556 11477 1
11861 manufacturing 35 444 11477 1
11861 manufacturing 36 222 11477 1
11861 manufacturing 37 82 11477 1
11861 manufacturing 38 36 11477 1
11862 manufacturing 40 2 11471 1
11862 manufacturing 37 167 11471 1
11862 manufacturing 38 44 11471 1
11863 manufacturing 40 2 11468 1
11863 manufacturing 37 167 11468 1
11863 manufacturing 38 44 11468 1
11864 manufacturing 40 2 11470 1
11864 manufacturing 37 167 11470 1
11864 manufacturing 38 44 11470 1
11865 manufacturing 40 2 11469 1
11865 manufacturing 37 167 11469 1
11865 manufacturing 38 44 11469 1
11866 manufacturing 40 8 11472 1
11866 manufacturing 37 167 11472 1
11866 manufacturing 38 89 11472 1
11867 manufacturing 34 2222 11480 1
11867 manufacturing 35 1778 11480 1
11867 manufacturing 36 889 11480 1
11867 manufacturing 37 82 11480 1
11867 manufacturing 38 36 11480 1
11868 manufacturing 34 1111 11479 1
11868 manufacturing 35 889 11479 1
11868 manufacturing 36 444 11479 1
11868 manufacturing 37 82 11479 1
11868 manufacturing 38 36 11479 1
11869 manufacturing 34 556 11474 1
11869 manufacturing 35 444 11474 1
11869 manufacturing 36 222 11474 1
11869 manufacturing 37 82 11474 1
11869 manufacturing 38 36 11474 1
11870 manufacturing 34 556 11483 100
11870 manufacturing 35 444 11483 100
11870 manufacturing 36 222 11483 100
11870 manufacturing 37 82 11483 100
11870 manufacturing 38 36 11483 100
11871 manufacturing 40 18 11473 1
11871 manufacturing 34 89 11473 1
11871 manufacturing 20431 222 11473 1
11871 manufacturing 37 111 11473 1
11871 manufacturing 39 18 11473 1
11872 manufacturing 34 556 11476 100
11872 manufacturing 35 444 11476 100
11872 manufacturing 36 222 11476 100
11872 manufacturing 37 82 11476 100
11872 manufacturing 38 36 11476 100
11873 manufacturing 34 556 11475 100
11873 manufacturing 35 444 11475 100
11873 manufacturing 36 222 11475 100
11873 manufacturing 37 82 11475 100
11873 manufacturing 38 36 11475 100
11874 manufacturing 34 556 11514 1
11874 manufacturing 35 444 11514 1
11874 manufacturing 36 222 11514 1
11874 manufacturing 37 82 11514 1
11874 manufacturing 38 36 11514 1
11876 manufacturing 36 89 11461 100
11876 manufacturing 37 167 11461 100
11876 manufacturing 38 80 11461 100
11877 manufacturing 36 89 11462 100
11877 manufacturing 37 167 11462 100
11877 manufacturing 38 80 11462 100
11878 manufacturing 36 89 11466 100
11878 manufacturing 37 167 11466 100
11878 manufacturing 38 80 11466 100
11879 manufacturing 36 89 11467 100
11879 manufacturing 37 167 11467 100
11879 manufacturing 38 80 11467 100
11880 manufacturing 36 89 11459 100
11880 manufacturing 37 167 11459 100
11880 manufacturing 38 80 11459 100
11881 manufacturing 36 89 11464 100
11881 manufacturing 37 167 11464 100
11881 manufacturing 38 80 11464 100
11882 manufacturing 36 89 11458 100
11882 manufacturing 37 167 11458 100
11882 manufacturing 38 80 11458 100
11883 manufacturing 36 89 11460 100
11883 manufacturing 37 167 11460 100
11883 manufacturing 38 80 11460 100
11884 manufacturing 36 89 11457 100
11884 manufacturing 37 167 11457 100
11884 manufacturing 38 80 11457 100
11885 manufacturing 36 89 11463 100
11885 manufacturing 37 167 11463 100
11885 manufacturing 38 80 11463 100
11886 manufacturing 36 89 11746 100
11886 manufacturing 37 167 11746 100
11886 manufacturing 38 80 11746 100
11887 manufacturing 34 556 11481 100
11887 manufacturing 35 444 11481 100
11887 manufacturing 36 222 11481 100
11887 manufacturing 37 82 11481 100
11887 manufacturing 38 36 11481 100
11888 manufacturing 34 556 11513 1
11888 manufacturing 35 444 11513 1
11888 manufacturing 36 222 11513 1
11888 manufacturing 37 82 11513 1
11888 manufacturing 38 36 11513 1
11889 manufacturing 34 556 11484 100
11889 manufacturing 35 444 11484 100
11889 manufacturing 36 222 11484 100
11889 manufacturing 37 82 11484 100
11889 manufacturing 38 36 11484 100
11890 manufacturing 34 556 11478 100
11890 manufacturing 35 444 11478 100
11890 manufacturing 36 222 11478 100
11890 manufacturing 37 82 11478 100
11890 manufacturing 38 36 11478 100
11891 manufacturing 34 556 11486 100
11891 manufacturing 35 444 11486 100
11891 manufacturing 36 222 11486 100
11891 manufacturing 37 82 11486 100
11891 manufacturing 38 36 11486 100
11892 manufacturing 34 89 11653 1
11892 manufacturing 37 111 11653 1
11892 manufacturing 39 88 11653 1
11937 manufacturing 34 8419596 11936 1
11937 manufacturing 35 2105337 11936 1
11937 manufacturing 36 527416 11936 1
11937 manufacturing 37 131693 11936 1
11937 manufacturing 38 32913 11936 1
11937 manufacturing 39 15928 11936 1
11937 manufacturing 40 5962 11936 1
11939 manufacturing 34 4778711 11938 1
11939 manufacturing 35 1195440 11938 1
11939 manufacturing 36 301302 11938 1
11939 manufacturing 37 74894 11938 1
11939 manufacturing 38 18684 11938 1
11939 manufacturing 39 8782 11938 1
11939 manufacturing 40 4078 11938 1
11958 manufacturing 11552 375 11957 1
11958 manufacturing 11399 150 11957 1
11958 manufacturing 11533 57 11957 1
11958 manufacturing 11534 495 11957 1
11958 manufacturing 11544 3750 11957 1
11958 manufacturing 3828 75 11957 1
11958 manufacturing 11478 18 11957 1
11958 manufacturing 632 1 11957 1
11958 manufacturing 11540 1800 11957 1
11958 manufacturing 11558 300 11957 1
11958 manufacturing 11550 30 11957 1
11960 manufacturing 11552 375 11959 1
11960 manufacturing 11399 150 11959 1
11960 manufacturing 11533 60 11959 1
11960 manufacturing 11534 495 11959 1
11960 manufacturing 11544 3750 11959 1
11960 manufacturing 3828 75 11959 1
11960 manufacturing 11478 18 11959 1
11960 manufacturing 632 1 11959 1
11960 manufacturing 11540 1800 11959 1
11960 manufacturing 11558 300 11959 1
11960 manufacturing 11550 30 11959 1
11962 manufacturing 630 1 11961 1
11962 manufacturing 11530 60 11961 1
11962 manufacturing 11399 150 11961 1
11962 manufacturing 11542 3750 11961 1
11962 manufacturing 11536 495 11961 1
11962 manufacturing 11538 1800 11961 1
11962 manufacturing 11555 300 11961 1
11962 manufacturing 3828 75 11961 1
11962 manufacturing 11478 18 11961 1
11962 manufacturing 11551 375 11961 1
11962 manufacturing 11548 30 11961 1
11964 manufacturing 630 1 11963 1
11964 manufacturing 11530 57 11963 1
11964 manufacturing 11399 150 11963 1
11964 manufacturing 11542 3750 11963 1
11964 manufacturing 11536 495 11963 1
11964 manufacturing 11538 1800 11963 1
11964 manufacturing 11555 300 11963 1
11964 manufacturing 3828 75 11963 1
11964 manufacturing 11478 18 11963 1
11964 manufacturing 11551 375 11963 1
11964 manufacturing 11548 30 11963 1
11966 manufacturing 11399 150 11965 1
11966 manufacturing 11532 57 11965 1
11966 manufacturing 11554 375 11965 1
11966 manufacturing 11537 495 11965 1
11966 manufacturing 11539 1800 11965 1
11966 manufacturing 628 1 11965 1
11966 manufacturing 11478 18 11965 1
11966 manufacturing 11543 3750 11965 1
11966 manufacturing 3828 75 11965 1
11966 manufacturing 11549 30 11965 1
11966 manufacturing 11557 300 11965 1
11970 manufacturing 11553 375 11969 1
11970 manufacturing 11399 150 11969 1
11970 manufacturing 11556 300 11969 1
11970 manufacturing 11535 495 11969 1
11970 manufacturing 3828 75 11969 1
11970 manufacturing 11541 1800 11969 1
11970 manufacturing 11478 18 11969 1
11970 manufacturing 11545 3750 11969 1
11970 manufacturing 11531 57 11969 1
11970 manufacturing 633 1 11969 1
11970 manufacturing 11547 30 11969 1
11972 manufacturing 11553 375 11971 1
11972 manufacturing 11399 150 11971 1
11972 manufacturing 11556 300 11971 1
11972 manufacturing 11535 495 11971 1
11972 manufacturing 3828 75 11971 1
11972 manufacturing 11541 1800 11971 1
11972 manufacturing 11478 18 11971 1
11972 manufacturing 11545 3750 11971 1
11972 manufacturing 11531 60 11971 1
11972 manufacturing 633 1 11971 1
11972 manufacturing 11547 30 11971 1
11979 manufacturing 11530 75 11978 1
11979 manufacturing 11399 90 11978 1
11979 manufacturing 11542 2250 11978 1
11979 manufacturing 11536 263 11978 1
11979 manufacturing 11538 1800 11978 1
11979 manufacturing 11555 150 11978 1
11979 manufacturing 3828 75 11978 1
11979 manufacturing 11478 12 11978 1
11979 manufacturing 631 1 11978 1
11979 manufacturing 11548 23 11978 1
11979 manufacturing 11551 750 11978 1
11986 manufacturing 11552 750 11985 1
11986 manufacturing 11399 90 11985 1
11986 manufacturing 620 1 11985 1
11986 manufacturing 11533 75 11985 1
11986 manufacturing 11534 263 11985 1
11986 manufacturing 3828 75 11985 1
11986 manufacturing 11478 12 11985 1
11986 manufacturing 11544 2250 11985 1
11986 manufacturing 11540 1800 11985 1
11986 manufacturing 11558 150 11985 1
11986 manufacturing 11550 23 11985 1
11988 manufacturing 11537 263 11987 1
11988 manufacturing 11399 90 11987 1
11988 manufacturing 11532 75 11987 1
11988 manufacturing 11554 750 11987 1
11988 manufacturing 625 1 11987 1
11988 manufacturing 11539 1800 11987 1
11988 manufacturing 3828 75 11987 1
11988 manufacturing 11478 12 11987 1
11988 manufacturing 11543 2250 11987 1
11988 manufacturing 11549 23 11987 1
11988 manufacturing 11557 150 11987 1
11990 manufacturing 11553 750 11989 1
11990 manufacturing 11399 90 11989 1
11990 manufacturing 11556 150 11989 1
11990 manufacturing 11535 263 11989 1
11990 manufacturing 3828 75 11989 1
11990 manufacturing 11541 1800 11989 1
11990 manufacturing 11478 12 11989 1
11990 manufacturing 11531 75 11989 1
11990 manufacturing 11545 2250 11989 1
11990 manufacturing 634 1 11989 1
11990 manufacturing 11547 23 11989 1
11994 manufacturing 11552 450 11993 1
11994 manufacturing 11399 150 11993 1
11994 manufacturing 621 1 11993 1
11994 manufacturing 11534 398 11993 1
11994 manufacturing 11533 75 11993 1
11994 manufacturing 3828 150 11993 1
11994 manufacturing 11478 18 11993 1
11994 manufacturing 11544 5625 11993 1
11994 manufacturing 11540 1350 11993 1
11994 manufacturing 11558 450 11993 1
11994 manufacturing 11550 38 11993 1
11996 manufacturing 11552 660 11995 1
11996 manufacturing 11399 150 11995 1
11996 manufacturing 11533 105 11995 1
11996 manufacturing 11534 180 11995 1
11996 manufacturing 623 1 11995 1
11996 manufacturing 3828 188 11995 1
11996 manufacturing 11478 21 11995 1
11996 manufacturing 11544 6750 11995 1
11996 manufacturing 11540 2970 11995 1
11996 manufacturing 11558 413 11995 1
11996 manufacturing 11550 53 11995 1
12000 manufacturing 11530 75 11999 1
12000 manufacturing 11399 150 11999 1
12000 manufacturing 622 1 11999 1
12000 manufacturing 11542 5625 11999 1
12000 manufacturing 11536 398 11999 1
12000 manufacturing 11538 1350 11999 1
12000 manufacturing 11555 450 11999 1
12000 manufacturing 3828 150 11999 1
12000 manufacturing 11478 18 11999 1
12000 manufacturing 11548 38 11999 1
12000 manufacturing 11551 450 11999 1
12004 manufacturing 2006 1 12003 1
12004 manufacturing 11399 150 12003 1
12004 manufacturing 11532 75 12003 1
12004 manufacturing 11554 450 12003 1
12004 manufacturing 11537 398 12003 1
12004 manufacturing 11539 1350 12003 1
12004 manufacturing 3828 150 12003 1
12004 manufacturing 11478 18 12003 1
12004 manufacturing 11543 5625 12003 1
12004 manufacturing 11557 450 12003 1
12004 manufacturing 11549 38 12003 1
12006 manufacturing 11553 450 12005 1
12006 manufacturing 11399 150 12005 1
12006 manufacturing 11556 450 12005 1
12006 manufacturing 11535 398 12005 1
12006 manufacturing 626 1 12005 1
12006 manufacturing 3828 150 12005 1
12006 manufacturing 11541 1350 12005 1
12006 manufacturing 11478 18 12005 1
12006 manufacturing 11531 75 12005 1
12006 manufacturing 11545 5625 12005 1
12006 manufacturing 11547 38 12005 1
12012 manufacturing 11552 600 12011 1
12012 manufacturing 11399 150 12011 1
12012 manufacturing 11533 75 12011 1
12012 manufacturing 11534 165 12011 1
12012 manufacturing 623 1 12011 1
12012 manufacturing 3828 188 12011 1
12012 manufacturing 11478 18 12011 1
12012 manufacturing 11544 5625 12011 1
12012 manufacturing 11540 1350 12011 1
12012 manufacturing 11558 450 12011 1
12012 manufacturing 11550 45 12011 1
12014 manufacturing 11530 105 12013 1
12014 manufacturing 11399 150 12013 1
12014 manufacturing 11542 6750 12013 1
12014 manufacturing 11536 180 12013 1
12014 manufacturing 11538 2970 12013 1
12014 manufacturing 11555 413 12013 1
12014 manufacturing 3828 188 12013 1
12014 manufacturing 629 1 12013 1
12014 manufacturing 11478 21 12013 1
12014 manufacturing 11548 53 12013 1
12014 manufacturing 11551 660 12013 1
12016 manufacturing 11530 75 12015 1
12016 manufacturing 11399 150 12015 1
12016 manufacturing 11542 5625 12015 1
12016 manufacturing 11536 165 12015 1
12016 manufacturing 11538 1350 12015 1
12016 manufacturing 11555 450 12015 1
12016 manufacturing 3828 188 12015 1
12016 manufacturing 629 1 12015 1
12016 manufacturing 11478 18 12015 1
12016 manufacturing 11548 45 12015 1
12016 manufacturing 11551 600 12015 1
